tech,01/04/2001,01/07/2001,01/08/2001,01/09/2001,01/10/2001,01/11/2001,01/12/2001,01/01/2002,01/02/2002,01/03/2002,01/04/2002,01/05/2002,01/06/2002,01/07/2002,01/08/2002,01/09/2002,01/10/2002,01/11/2002,01/12/2002,01/01/2003,01/02/2003,01/03/2003,01/04/2003,01/05/2003,01/06/2003,01/07/2003,01/08/2003,01/09/2003,01/10/2003,01/11/2003,01/12/2003,01/01/2004,01/02/2004,01/03/2004,01/04/2004,01/05/2004,01/06/2004,01/07/2004,01/08/2004,01/09/2004,01/10/2004,01/11/2004,01/12/2004,01/01/2005,01/02/2005,01/03/2005,01/04/2005,01/05/2005,01/06/2005,01/07/2005,01/08/2005,01/09/2005,01/10/2005,01/11/2005,01/12/2005,01/01/2006,01/02/2006,01/03/2006,01/04/2006,01/05/2006,01/06/2006,01/07/2006,01/08/2006,01/09/2006,01/10/2006,01/11/2006,01/12/2006,01/01/2007,01/02/2007,01/03/2007,01/04/2007,01/05/2007,01/06/2007,01/07/2007,01/08/2007,01/09/2007,01/10/2007,01/11/2007,01/12/2007,01/01/2008,01/02/2008,01/03/2008,01/04/2008,01/05/2008,01/06/2008,01/07/2008,01/08/2008,01/09/2008,01/10/2008,01/11/2008,01/12/2008,01/01/2009,01/02/2009,01/03/2009,01/04/2009,01/05/2009,01/06/2009,01/07/2009,01/08/2009,01/09/2009,01/10/2009,01/11/2009,01/12/2009,01/01/2010,01/02/2010,01/03/2010,01/04/2010,01/05/2010,01/06/2010,01/07/2010,01/08/2010,01/09/2010,01/10/2010,01/11/2010,01/12/2010,01/01/2011,01/02/2011,01/03/2011,01/04/2011,01/05/2011,01/06/2011,01/07/2011,01/08/2011,01/09/2011,01/10/2011,01/11/2011,01/12/2011,01/01/2012,01/02/2012,01/03/2012,01/04/2012,01/05/2012,01/06/2012,01/07/2012,01/08/2012,01/09/2012,01/10/2012,01/11/2012,01/12/2012,01/01/2013,01/02/2013,01/03/2013,01/04/2013,01/05/2013,01/06/2013,01/07/2013,01/08/2013,01/09/2013,01/10/2013,01/11/2013,01/12/2013,01/01/2014,01/02/2014,01/03/2014,01/04/2014,01/05/2014,01/06/2014,01/07/2014,01/08/2014,01/09/2014,01/10/2014,01/11/2014,01/12/2014,01/01/2015,01/02/2015,01/03/2015,01/04/2015,01/05/2015,01/06/2015,01/07/2015,01/08/2015,01/09/2015,01/10/2015,01/11/2015,01/12/2015,01/01/2016,01/02/2016,01/03/2016,01/04/2016,01/05/2016,01/06/2016,01/07/2016,01/08/2016,01/09/2016,01/10/2016,01/11/2016,01/12/2016,01/01/2017,01/02/2017,01/03/2017,01/04/2017,01/05/2017,01/06/2017,01/07/2017,01/08/2017,01/09/2017,01/10/2017,01/11/2017,01/12/2017,01/01/2018,01/02/2018,01/03/2018,01/04/2018,01/05/2018,01/06/2018,01/07/2018,01/08/2018,01/09/2018,01/10/2018,01/11/2018,01/12/2018,01/01/2019,01/02/2019,01/03/2019,01/04/2019,01/05/2019,01/06/2019,01/07/2019,01/08/2019,01/09/2019,01/10/2019,01/11/2019,01/12/2019,01/01/2020,01/02/2020,01/03/2020,01/04/2020,01/05/2020,01/06/2020,01/07/2020,01/08/2020,01/09/2020,01/10/2020,01/11/2020,01/12/2020,01/01/2021,01/02/2021,01/03/2021,01/04/2021,01/05/2021,01/06/2021,01/07/2021,01/08/2021,01/09/2021,01/10/2021,01/11/2021
Semantic Web,0,0,0,0,0,0,3,5,3,0,0,5,0,1,0,3,3,6,0,1,0,0,1,2,3,0,0,4,5,4,5,4,12,8,2,1,2,12,1,2,4,3,7,7,11,5,0,6,9,0,7,15,21,21,9,22,16,11,31,27,14,36,36,17,20,30,23,48,49,34,50,22,19,28,15,12,21,15,17,27,59,52,26,40,21,22,9,15,27,22,23,18,16,14,10,10,18,14,10,11,11,40,15,11,17,25,6,10,18,17,27,11,18,45,10,14,12,11,17,8,13,22,7,32,6,57,10,1,9,3,6,12,17,6,12,3,10,10,6,10,13,4,3,4,8,3,11,4,22,8,2,5,4,5,4,1,5,5,2,5,5,2,3,5,6,18,7,1,5,2,1,3,9,6,9,10,0,7,0,1,10,2,6,8,0,6,6,7,5,3,0,2,6,3,0,2,6,6,2,2,7,0,2,1,3,1,3,3,1,0,7,9,2,0,0,1,8,4,1,7,10,1,7,11,3,2,6,4,2,0,6,2,2,4,7,4,0,0,5,34,1,2,21,0,7,4
Senolytic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,0,0,0,0,0,0,65,7,58,12,6,1,3,2,4,0,2,1,12,1,0,1,0,1,0,3,0,7,0,0,0,0,0,2,0,3,0,3,4,2,0,0,0,0,2,0,0,2,0,8,1,4,0,4,8,1,3,1,1,10,1,0,8,1,9,2,0,2,1,0,1,2,6,0,0,1,0,0
Sensory substitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,2,3,2,0,2,0,0,10,0,3,1,7,0,6,3,1,7,1,2,2,0,0,0,1,65,1,1,0,4,12,1,5,0,1,2,0,2,5,5,2,0,2,3,0,3,5,1,1,0,0,1,7,0,1,0,0,5,0,5,1,0,0,5,0,2,0,2,0,1,1,0,2,0,0,0,1,0,0,1,2,0,1,1,1,1,0,0,0,1,0,1,9,5,0,0,0,3,0,4,0,0,1,4,0,1,3,0,0,0,0,1,3,0,4,0,0,0,3,0,2,0,2,2,1,12,4,0,4,11,0,0,1,2,3,5,2,5,18,1,0,0,1,4,2,1,0,7,0,0,4,3,1,1,0,1,4,0,3,0,3,3,3,0,10,1,3,1,4,1,0,0,0,0,1,3,0,0,0,0,2,0,1,1,0,1,0,5,9,1,1,3,2,1
Shape-memory alloy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,2,0,0,6,4,4,9,0,2,6,5,6,1,12,9,7,10,43,6,2,6,15,59,25,26,12,17,9,55,21,5,9,23,36,23,12,8,21,19,26,8,11,10,4,23,36,21,10,31,8,12,1,9,5,0,8,20,9,23,17,12,12,35,5,8,3,3,8,3,11,5,5,7,9,7,2,0,0,11,3,3,4,3,21,2,4,3,4,4,10,32,3,2,9,3,16,9,2,4,2,11,2,0,3,7,6,2,12,12,4,4,2,2,0,1,8,3,17,16,1,7,11,7,10,3,5,6,1,7,2,2,3,2,0,2,2,2,16,0,0,3,0,16,1,24,23,7,2,7,1,2,0,2,3,3,4,1,5,0,0,3,2,3,0,5,9,2,3,0,2,6,3,10,2,4,0,7,1,7,17,1,0,0,3,1,1,2,0,1,3,1,0,2,4,4,8,0,1,0,3,5,1,0
Shape Memory Polymer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,8,0,0,1,0,0,0,0,4,2,1,1,3,2,0,0,0,1,12,0,1,1,0,0,18,1,2,4,4,0,4,24,0,0,2,6,1,0,1,1,2,1,10,1,1,1,3,0,3,2,1,2,0,3,1,0,1,1,0,0,1,2,2,1,9,0,1,1,1,0,0,1,0,0,1,0,1,1,5,0,2,2,3,1,0,1,3,0,0,0,0,0,0,0,0,0,10,0,0,0,3,1,0,0,0,1,0,0,0,0,1,0,0,0,1,2,0,0,0,0,2,0,3,0,0,0,1,0,2,0,3,4,1,1,0,0,1,0,0,1,1,3,3,0,1,0,0,0,31,11,0,0,1,1,0,2,1,1,0,0,1,0,0,0,1,3,0,2,0,1,2,1,1,3,0,0
Silicene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,1,3,4,1,6,2,0,1,8,0,10,8,21,5,4,9,1,1,8,7,5,6,5,1,4,13,10,8,8,3,4,4,4,1,0,0,9,0,4,1,8,2,2,12,4,7,0,0,1,0,1,4,3,0,1,3,3,1,1,0,0,0,1,7,1,0,1,0,4,0,1,0,0,0,1,0,2,0,3,0,0,0,2,0,2,2,2,4,0,1,4,3,1,0,0,0,1,0,3,1,0,0,0,0,0,1,4,1,0,0,0,0,0,1,1,1,1,0,0,0,0,2,0,0,0,2,0
Single Cell Analysis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,3,0,5,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,3,25,0,2,1,0,1,0,2,5,8,1,1,2,1,6,0,0,0,1,3,0,1,5,0,1,0,0,4,7,1,1,1,2,3,8,2,3,4,3,2,0,2,5,0,1,0,5,0,0,1,0,0,0,1,0,0
Single Photon Source,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,9,3,0,0,0,0,0,0,0,0,13,1,0,0,0,0,6,3,6,2,3,1,0,0,0,3,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,1,1,0,0,2,0,1,3,1,2,1,2,0,6,3,0,2,0,0,1,1,0,2,1,2,0,0,2,0,1,1,0,0,1,2,3,6,0,3,0,2,0,11,2,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0
Skyhook,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,2,0,2,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,6,1,4,0,0,1,1,5,2,1,4,2,3,0,0,0,2,1,0,16,0,9,0,2,0,0,0,4,0,3,0,3,3,5,4,1,0,0,0,2,0,0,4,2,2,0,0,0,2,0,0,0,0,0,1,0,2,1,1,3,1,0,1,0,1,0,1,3,0,0,0,3,0,2,0,1,2,28,184,144,2,28,30,51,1,0,10,0,1,2,2,2,4,1,0,2,0,2,0,0,1,1,1,0,2,1,0,0,1,0,0,0,0,1,0,0,14,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,3,0,0,0,0,2,0,1,0,1,1,0,1,1,1,1,0,5,2,1,1,1,3,2,0,1,0,4,0,0,0,1,0,0
Modular Reactors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,11,1,0,1,0,0,0,1,5,0,0,4,0,1,1,0,2,13,0,2,1,1,0,5,1,3,2,1,0,1,2,4,3,4,10,0,1,2,0,1,12,0,3,2,2,0,0,0,4,4,0,0,1,0,5,2,1,0,0,2,3,0,3,1,0,3,4,2,3,13,1,1,0,6,0,0,0,0,0,2,7,2,2,4,1,7,1,0,0,0,0,0,3,2,18,4,1,1,0,1,0,0,0,3,0,3,3,1,5,6,1,1,2,12,2,5,2,5,2,5,0,7,5,2,5,7,3,0,2,4,6,7,4,14,10,17,16
Miniaturized satellite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,2,2,0,0,4,1,0,3,1,3,2,1,0,4,1,0,1,0,0,0,8,3,3,1,0,2,1,13,1,1,1,0,0,0,0,1,0,0,0,3,3,3,16,1,10,0,0,0,0,1,3,0,0,1,2,4,1,0,4,3,4,0,1,3,0,0,0,0,2,0,3,2,0,3,1,1,0,1,0,3,0,1,43,3,1,1,0,1,4,1,2,1,8,20,11,7,6,4,4,2,1,2,4,3,4,0,6,6,3,3,5,3,2,0,2,4,3,1,0,0,2,4,1,3,0,4,2,4,1,0,5,6,0,9,3,4,2,5,3,0,1,1,1,5,5,1,2,0,4,0,9,1,5,1,1,0,5,3,10,5,0,5,3,10,0,0,3,2,0,4,3,6,9,1,2,0,2,1,2,1,9,0,0,0,1,0,0,0,0,5,1,0,6,0,1,0,1,3,1,0,0
Smart grid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,13,13,5,4,9,15,9,12,3,7,19,18,31,23,28,36,31,24,19,19,21,31,39,32,16,2,13,25,28,8,20,14,15,17,10,20,25,16,11,15,13,17,10,19,16,12,13,17,19,14,21,20,10,22,7,12,21,28,4,3,17,16,2,14,11,22,9,14,1,5,5,7,9,7,7,7,17,12,2,14,3,4,17,4,9,8,4,3,1,3,15,5,3,6,0,4,5,13,8,3,1,0,3,0,0,3,1,4,1,1,4,4,3,3,2,1,8,1,2,6,8,7,7,0,4,2,6,3,5,3,10,2,1,3,4,5,6,4,4,2,2,2,1,4,1,4,4,3,2,4,3,1,15,2,0,3,2,9,17,10,1,2,1,4,10,2,5,4
Smart highway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,25,8,1,1,1,7,1,1,2,1,1,2,0,0,0,1,0,0,1,0,1,0,7,1,0,1,1,1,2,5,1,1,11,0,0,3,1,3,2,1,0,0,2,3,0,0,0,1,4,2,0,8,2,0,0,29,2,0,22,0,0,2,7,1,2,8,0,1,2,0,1,0,0,0,6,0,0,0,1,3,0,0,0,1,0,2,1,2,0,0
Smartphone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,1,1,0,0,1,1,0,4,4,2,19,3,6,36,6,14,14,3,3,6,6,2,21,9,19,15,6,10,28,16,13,14,15,10,6,12,10,16,18,23,26,13,90,26,30,18,17,21,35,46,48,37,43,13,24,35,32,36,17,28,32,34,49,23,24,34,28,26,52,34,17,16,28,10,25,12,45,16,42,18,44,48,28,45,36,49,48,62,28,28,114,65,33,32,69,66,31,62,89,82,76,52,45,31,61,33,44,53,48,84,59,81,28,25,36,60,49,39,35,39,16,43,62,68,30,45,64,60,72,46,35,23,21,48,64,53,28,56,50,37,74,63,33,54,35,54,38,37,62,46,49,52,40,49,71,72,34,86,60,40,43,40,65,59,65,54,57,36,25,39,68,76,58,42,48,30,39,25,26,36,163,41,4,39,18,12,8,20,10,27,2,4,12,71,10,36,43,54,21,20,9,1,1,2,4,6,3,10,6,2,34,13,15,57,25,15,9,8,12,3,3
Sodium-cooled fast reactor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,0,0,0,0,0,0,1,11,0,0,0,0,2,1,0,4,1,0,0,0,0,0,0,1,1,0,0,3,0,0,1,5,1,0,1,0,0,0,0,1,0,0,0,2,2,2,0,2,2,0,0,0,1,2,4,0,0,0,0,1,0,4,1,0,3,1,0,0,0,0,2,0,0,1,1,1,0,1,1,0,0,0,0,2,2,0,0,0,2,0,1,1,0,0,6,1,0,3,0,2,0,2,2,0,0,0,0,2,2,2,0,0,3,1,0,0,0,4,1,1,0,0,0,0,1,0,0,5,0,0,2,0,0,0,0,1,0,0,1,0,0,1,0,0,5,2,0,1,1,0,0,0,0,0,1,1,2,6,0,0,0,3,4,1,0,4,4,1,0,0,1,2,0,0,7,1,6,0,1,2,2,0,1,2,7,0,1,0,0,0
Solid-state battery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,5,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,1,1,0,22,2,3,1,2,4,3,12,13,2,10,24,3,11,9,2,5,4,16,4,1,5,12,6,2,5,1,2,2,11,0,2,4,0,0,5,5,4,6,2,5,0,4,8,3,2,17
Solid-state transformer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
Sonic weapon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,3,0,4,6,1,0,0,1,0,0,0,7,0,2,5,20,2,9,12,2,12,3,0,4,6,6,3,6,4,24,15,14,19,8,10,6,12,10,8,5,10,2,1,4,4,0,1,0,1,7,0,0,0,3,8,5,8,8,3,0,0,7,2,0,8,2,0,0,4,6,24,3,3,3,3,0,4,7,1,4,5,1,3,2,2,2,4,10,4,6,3,3,9,4,7,7,0,5,1,2,0,1,5,6,1,3,0,0,1,2,0,0,0,15,7,2,2,1,3,1,2,2,3,3,1,1,2,1,2,1,0,2,1,5,3,1,2,4,2,1,0,7,0,2,4,1,4,5,3,1,0,0,0,1,3,2,5,9,18,1,0,5,7,0,2,8,6,5,5,1,0,0,4,6,0,2,1,2,0,5,0,0,0,4,0,3,1,4,0,0,8,7,0,0,1,1,3,0,1,0,2,10,0,1,0,0,1,1
Phonon laser,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,3,1,0,0,1,3,0,0,0,0,0,1,0,0,0,0,3,0,0,2,1,2,2,0,1,0,3,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,3,5,117,154,1,4,2,0,0,0,0,0,3,1,1,1,3,1,0,0,0,0,0,0,0,0,0,5,2,0,1,0,0,0,0,0,0,1,8,3,0,0,0,1,0,2,4,1,0,2,2,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1
Space-based solar power,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,1,1,3,0,4,7,3,0,1,9,4,4,4,8,6,3,3,1,5,2,8,2,3,3,15,49,2,26,11,9,3,13,19,16,9,18,6,18,28,28,8,9,2,10,11,8,3,8,1,10,25,14,35,39,53,29,16,21,11,7,11,2,12,11,9,6,2,7,2,3,6,4,5,7,16,8,5,4,3,7,6,2,4,11,15,1,5,19,10,3,5,8,6,6,2,3,5,0,14,5,3,7,3,5,4,0,0,2,3,3,0,0,27,8,4,0,1,2,2,7,6,4,37,0,1,4,4,2,3,6,6,0,14,5,5,3,2,2,0,2,5,5,3,8,2,3,8,12,9,6,4,11,13,2,10,4,2,8,1,8,8,3,2,1,3,3,7,1,7,6,0,5,1,9,1,9,1,4,1
Rocket transportation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23,4,2,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,1,3,0,11,0,0,2,1,0,0,7,1,1,7,0,0,1,1,0,0,0,0,0,0,0,0,1,3,3,4,3,4,0,1,0,0,0,0,0,1,0,0,0,2,1,0,1,0,0,0,1,0,0,0,1,1,3,8,14,5,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,0,0,0,0,1,0,1,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
Space elevator,0,0,0,0,0,0,13,1,1,1,1,3,1,2,3,3,2,3,0,0,4,1,15,3,4,0,2,13,9,2,0,3,12,43,38,147,22,16,9,17,15,33,29,20,27,24,35,41,26,11,34,30,30,41,65,29,61,33,28,36,57,13,22,43,32,73,44,36,28,30,36,25,46,66,34,33,38,54,35,32,61,43,23,19,9,52,26,126,67,43,27,32,14,38,9,11,17,23,16,13,12,27,28,46,45,25,23,12,14,7,34,13,13,8,22,15,8,11,29,6,16,15,33,41,15,30,13,1,25,31,7,33,13,2,22,17,20,9,4,18,16,15,1,6,11,8,6,7,13,20,78,15,23,22,35,41,14,47,12,10,16,37,23,14,12,11,11,8,5,4,5,32,9,9,1,58,9,8,19,4,4,2,8,12,5,1,4,5,5,2,28,6,3,9,3,16,2,7,42,5,3,0,5,16,1,13,0,9,6,8,3,10,26,37,10,7,6,6,15,16,5,10,1,3,8,1,2,12,7,4,1,0,14,10,13,26,6,6,16,4,2,2,2,2,3,2
Space gun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,1,0,2,1,2,0,0,0,1,2,3,2,0,0,5,1,0,5,1,1,2,0,1,1,0,0,0,4,0,1,2,1,0,0,1,3,1,19,2,2,1,5,0,0,1,0,6,0,5,1,3,0,3,5,1,1,1,3,7,3,2,2,4,4,2,2,4,0,1,2,0,0,2,7,2,1,0,2,2,0,9,3,0,5,3,8,5,0,3,1,2,7,1,0,1,1,4,0,1,0,0,7,0,3,0,2,2,1,1,1,1,4,0,2,0,0,6,1,0,2,0,0,1,1,0,2,1,2,0,0,1,1,0,1,0,5,2,0,0,1,0,0,0,0,0,0,2,0,3,5,0,0,0,0,1,0,2,2,3,2,0,1,2,3,0,0,1,0,1,2,0,0,2,6,3,2,1,0,5,0,2,0,3,1,2,3,0,2,3,0,1,1,0,3,0,1,3,0,2,1,0
Spaceplane,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,1,4,0,0,0,1,0,0,1,0,1,0,2,0,2,0,0,1,0,8,1,1,1,1,3,3,2,0,0,0,1,0,1,3,5,11,1,0,1,2,1,3,1,0,0,0,4,1,15,3,1,1,6,0,2,1,4,3,10,12,0,4,0,1,26,5,0,22,9,13,24,3,15,8,3,15,11,8,8,10,4,2,6,5,11,11,3,28,2,4,2,4,1,1,2,1,2,3,3,2,1,1,1,3,5,0,2,1,2,1,6,2,2,1,1,2,0,0,2,5,4,3,2,0,1,6,4,8,5,7,6,9,0,0,0,1,7,3,0,2,1,5,4,7,2,0,4,3,0,0,2,4,3,3,0,0,1,0,3,9,3,5,3,0,4,2,0,2,5,0,25,25,4,2,1,2,1,181,17,0,3,7,1,3,0,5,4,5,1,4,0,3,5,3,4,6,5,6,1,14,4,2,10,3,5,0,0
